CIK,Name,Ex
750558,QNB Corp,dosenot
1117297,Quinstreet Inc,dosenot
1264242,Quanta Capital Holdings LTD,No 10-k
1024678,Quintus Corp,No 10-k
1353637,Qnective Inc,No 10-k
855743,Queryobject Systems Corp,No 10-k
1089104,Quest Oil Corp,No 10-k
1579252,Quinpario Acquisition Corp,dosenot
1310753,QPC Lasers,No 10-k
843462,Quality Products Inc,No 10-k
1423586,Unwall International Inc,exists
1381186,Nasdaq Premium Income & Growth Fund Inc,No 10-k
775351,Quest Resource Corp,No 10-k
1502012,QR Energy LP,dosenot
1380501,Quadra Realty Trust Inc,No 10-k
906551,QRS Corp,No 10-k
1088033,Quest Software Inc,dosenot
708818,Quality Systems Inc,dosenot
1301843,Quantum Ventures Inc,dosenot
1174228,Quest Group International Inc,No 10-k
1107714,Quintek Technologies Inc,No 10-k
1581889,Quartet Merger Corp,dosenot
1061316,Quadtech International Inc,No 10-k
709283,Quantum Corp,dosenot
919623,Quintiles Transnational Corp,No 10-k
1577368,QTS Realty Trust Inc,dosenot
1440799,Quantum Information Inc,dosenot
1166380,Quantum Fuel Systems Technologies Worldwide Inc,dosenot
1481792,Quad,dosenot
882508,Quicklogic Corporation,dosenot
1166409,Quinton Cardiology Systems Inc,No 10-k
796577,Quipp Inc,No 10-k
32870,Quixote Corp,No 10-k
1122991,Datajack Inc,dosenot
892482,Qumu Corp,dosenot
1079996,Life Quotes Inc,No 10-k
726603,Questar Assessment Inc,No 10-k
1094561,Quovadx Inc,No 10-k
1487091,Quest Water Global Inc,dosenot
85961,Ryder System Inc,dosenot
930548,Reckson Associates Realty Corp,No 10-k
902722,Blackrock California Investment Quality Municipal Trust Inc,No 10-k
1316625,Silicon Graphics International Corp,dosenot
1476638,Rackwise Inc,dosenot
84129,Rite Aid Corp,dosenot
718573,Radyne Corp,No 10-k
845818,Radiant Systems Inc,dosenot
792984,Radva Corp,No 10-k
1084876,Rae Systems Inc,dosenot
1385617,RMR Asia Real Estate Fund,No 10-k
99249,Regency Affiliates Inc,No 10-k
1390778,Rango Energy Inc,dosenot
874385,Rag Shops Inc,No 10-k
1029506,Ralcorp Holdings Inc,dosenot
1275283,Reynolds American Inc,dosenot
1320854,Freightcar America Inc,dosenot
1363171,Renaissance Acquisition Corp,No 10-k
1313911,Rally Software Development Corp,dosenot
1352713,Ram Holdings LTD,No 10-k
81955,Rand Capital Corp,dosenot
1353374,RMR Asia Pacific Real Estate Fund,No 10-k
1452477,RMR Real Estate Income Fund,No 10-k
1340995,Restaurant Acquisition Partners Inc,No 10-k
1282549,Clyvia Inc,No 10-k
1420526,Giddy-up Productions Inc,No 10-k
1367398,Raran Corp,No 10-k
883976,Rare Hospitality International Inc,No 10-k
1515673,Ultragenyx Pharmaceutical Inc,dosenot
1045425,Rait Financial Trust,dosenot
1080866,Bankrate Inc,No 10-k
1518222,Bankrate Inc,dosenot
82166,Raven Industries Inc,dosenot
1107694,Rackspace Hosting Inc,dosenot
797917,Raytech Corp,No 10-k
1489744,Interdom Corp,dosenot
1081290,Redback Networks Inc,No 10-k
82811,Regal Beloit Corp,dosenot
921557,Republic Bancorp Inc,dosenot
830052,RBC Life Sciences Inc,dosenot
1410172,Rubicon Technology Inc,dosenot
1081078,Api Technologies Corp,dosenot
872855,Sport Supply Group Inc,No 10-k
1121459,Rapid Bio Tests Corp,No 10-k
1430523,Realbiz Media Group Inc,dosenot
770949,Reebok International LTD,No 10-k
1065002,Resource Bankshares Corp,No 10-k
1104681,Roebling Financial Corp Inc,No 10-k
806888,Response Biomedical Corp,dosenot
84290,Robbins & Myers Inc,dosenot
813808,Republic Bancorp Inc,No 10-k
1159991,Republic Capital Trust I,No 10-k
1058441,Rainbow Rentals Inc,No 10-k
922487,Royal Bancshares Of Pennsylvania Inc,dosenot
1057791,Rubicon Minerals Corp,No 10-k
1379810,Ruby Creek Resources Inc,dosenot
1100091,Reclamation Consulting & Applications Inc,No 10-k
1568832,RCS Capital Corp,dosenot
1322979,Small Cap Premium & Dividend Income Fund Inc,No 10-k
869561,Rural Cellular Corp,No 10-k
789881,Rica Foods Inc,No 10-k
1489902,Rich Star Development Corp,dosenot
920052,Renal Care Group Inc,No 10-k
729217,Rent A Center Inc,No 10-k
933036,Rent A Center Inc De,dosenot
1311131,Rockville Financial Inc,No 10-k
1501364,Rockville Financial Inc,dosenot
895456,Rocky Brands Inc,dosenot
884887,Royal Caribbean Cruises LTD,dosenot
700841,RCM Technologies Inc,exists
1041858,RCN Corp,No 10-k
1091284,Register Com Inc,No 10-k
1463729,Receptos Inc,dosenot
1403301,RMR Dividend Capture Fund,No 10-k
1034239,RC2 Corp,dosenot
916183,Pimco Strategic Global Government Fund Inc,No 10-k
1099957,Rochester Resources LTD,No 10-k
1301046,Thunderball Entertainment Inc,No 10-k
733337,Receivable Acquisition & Management Corp,dosenot
858558,Readers Digest Association Inc,No 10-k
1177274,Rodobo International Inc,No 10-k
85408,Rowan Companies PLC,dosenot
95052,Elizabeth Arden Inc,dosenot
812152,Ridgefield Acquisition Corp,dosenot
716634,Reading International Inc,dosenot
1483496,Red Mountain Resources Inc,dosenot
890926,Radian Group Inc,dosenot
1308438,RMR Preferred Dividend Fund,No 10-k
1114999,Radview Software LTD,No 10-k
1095073,Everest Re Group LTD,dosenot
1520528,Real Estate Contacts Inc,dosenot
840007,Redwood Empire Bancorp,No 10-k
1084765,Resources Connection Inc,dosenot
1437557,Lilis Energy Inc,dosenot
1121131,Redline Performance Products Inc,No 10-k
1236038,Redenvelope Inc,No 10-k
944400,Remote Dynamics Inc,No 10-k
1178513,Purple Beverage Company Inc,No 10-k
1419806,Rare Element Resources LTD,dosenot
1140215,Reeds Inc,dosenot
82788,Refac Optical Group,No 10-k
793524,Research Frontiers Inc,dosenot
910606,Regency Centers Corp,dosenot
1405682,Renewable Energy Group Inc,No 10-k
872589,Regeneron Pharmaceuticals Inc,dosenot
319200,Regent Technologies Inc,dosenot
743241,Latteno Food Corp,dosenot
1397807,Amreit Inc,dosenot
355048,Funds Transfer Inc,No 10-k
355948,Richardson Electronics LTD,dosenot
768710,Reliv International Inc,dosenot
874992,Remington Oil & Gas Corp,No 10-k
769874,Remec Liquidating Trust,dosenot
1078037,Remedent Inc,dosenot
1013467,Remedytemp Inc,No 10-k
1046859,Remy International Inc,dosenot
1469510,Resolute Energy Corp,dosenot
1282449,Heron Realty Corp,No 10-k
1282496,Radial Energy Inc,No 10-k
919567,Renn Global Entrepreneurs Fund Inc,No 10-k
800458,Rentrak Corp,dosenot
1335288,Reostar Energy Corp,No 10-k
1005501,Republic Bancshares Inc,No 10-k
704440,Repro Med Systems Inc,dosenot
1535469,Noho Inc,dosenot
742278,RPC Inc,dosenot
84278,Roanoke Electric Steel Corp,No 10-k
1555039,Altisource Residential Corp,dosenot
780434,Respironics Inc,No 10-k
1350620,Restore Medical Inc,No 10-k
891915,Reconditioned Systems Inc,No 10-k
1161676,Equity Securities Trust II,No 10-k
1094360,Retek Inc,No 10-k
887921,Revlon Inc,dosenot
1320767,Revolutionary Concepts Inc,dosenot
1113668,Princeton Review Inc,dosenot
744187,Rex American Resources Corp,dosenot
83402,Resource America Inc,dosenot
850476,Rexhall Industries Inc,No 10-k
1571283,Rexford Industrial Realty Inc,dosenot
1397516,Rex Energy Corp,dosenot
83588,Reynolds & Reynolds Co,No 10-k
36032,Regions Financial Corp,No 10-k
1281761,Regions Financial Corp,dosenot
902719,Blackrock Investment Quality Municipal Income Trust,No 10-k
1133597,Refocus Group Inc,No 10-k
891290,Cohen & Steers Total Return Realty Fund Inc,No 10-k
740664,R F Industries LTD,dosenot
911160,RF Micro Devices Inc,dosenot
922204,RF Monolithics Inc,dosenot
1100394,Redfin Network Inc,dosenot
1299993,RMR Fire Fund,No 10-k
906408,RFS Hotel Investors Inc,No 10-k
1001791,Ridgestone Financial Services Inc,No 10-k
1321746,Refco Inc,No 10-k
1415936,Reflex Inc,dosenot
898174,Reinsurance Group Of America Inc,dosenot
883697,Regen Biologics Inc,No 10-k
932136,Sustainable Environmental Technologies Corp,dosenot
1168696,Regal Entertainment Group,dosenot
913015,Regent Communications Inc,No 10-k
1069533,RGC Resources Inc,dosenot
1311596,Regado Biosciences Inc,dosenot
1124608,Response Genetics Inc,dosenot
730272,Repligen Corp,dosenot
1016933,R&G Financial Corp,No 10-k
1438035,Rangeford Resources Inc,dosenot
918577,Rouge Industries Inc,No 10-k
85535,Royal Gold Inc,dosenot
1505512,Regulus Therapeutics Inc,dosenot
1088401,RG America Inc,No 10-k
707511,Regenerx Biopharmaceuticals Inc,dosenot
1056598,Regeneca Inc,dosenot
1338613,Regency Energy Partners LP,dosenot
95029,Sturm Ruger & Co Inc,dosenot
1363598,Regal Rock Inc,No 10-k
1076700,Piksel Inc,dosenot
716643,Regis Corp,dosenot
1514490,Royce Global Value Trust Inc,No 10-k
922330,Regi U S Inc,dosenot
1031329,Radiologix Inc,No 10-k
1528849,Restoration Hardware Holdings Inc,dosenot
812191,Rehabcare Group Inc,dosenot
315213,Half Robert International Inc,dosenot
1410637,Rhi Entertainment Inc,No 10-k
1070512,Redhand International Inc,No 10-k
1040829,Ryman Hospitality Properties Inc,dosenot
1278038,RMR Hospitality & Real Estate Fund,No 10-k
828878,Great China International Holdings Inc,dosenot
802806,Right Management Consultants Inc,No 10-k
1087423,Red Hat Inc,dosenot
1108028,Reliant Home Warranty Corp,No 10-k
783728,Ridgewood Hotels Inc,No 10-k
1445918,Bourbon Brothers Holding Corp,dosenot
1063537,Ricebran Technologies,dosenot
1023996,Richmont Mines Inc,No 10-k
1588238,Rice Energy Inc,dosenot
935419,Ricks Cabaret International Inc,dosenot
1061881,Ricex Co,No 10-k
1191256,Aew Real Estate Income Fund,No 10-k
1443387,Old RMR Real Estate Income Fund,No 10-k
1083269,Transocean Inc,No 10-k
1451505,Transocean LTD,dosenot
1034842,Rigel Pharmaceuticals Inc,dosenot
350847,Riggs National Corp,No 10-k
1506270,Rightscorp Inc,dosenot
1039757,Robocom Systems International Inc,exists
1034379,Blue Rhino Corp,No 10-k
1230795,Caliber Energy Inc,No 10-k
1173557,LMP Real Estate Income Fund Inc,No 10-k
1056421,Rita Medical Systems Inc,No 10-k
1041844,Rit Technologies LTD,No 10-k
1015593,Valley Bancorp River,dosenot
1159154,Republic Airways Holdings Inc,dosenot
720005,Raymond James Financial Inc,dosenot
805900,Reeds Jewelers Inc,No 10-k
83612,RJ Reynolds Tobacco Holdings Inc,No 10-k
1129162,Cap Rock Energy Corp,No 10-k
1059099,Remote Knowledge Inc,No 10-k
230498,Rock-tenn Co,dosenot
1085203,Rocketinfo Inc,No 10-k
1294016,Ruckus Wireless Inc,dosenot
1420046,Rickys Board Shop Inc,No 10-k
1037038,Ralph Lauren Corp,dosenot
1397771,Reliance Bancshares Inc,dosenot
34285,Reliability Inc,dosenot
1327471,Reald Inc,dosenot
1116937,Cohen & Steers Advantage Income Realty Fund Inc,No 10-k
1171155,Radiant Logistics Inc,dosenot
1398987,Realogy Holdings Corp,dosenot
1052595,Red Lion Hotels Corp,dosenot
84246,Rli Corp,dosenot
1406243,Reliabrand Inc,dosenot
1511337,RLJ Lodging Trust,dosenot
1546381,RLJ Entertainment Inc,dosenot
1358654,Red Metal Resources LTD,dosenot
1297336,Reachlocal Inc,dosenot
1294250,Rand Logistics Inc,dosenot
1030484,Renaissance Learning Inc,dosenot
1383756,Dussault Apparel Inc,dosenot
1416792,Relypsa Inc,dosenot
1519401,Regional Management Corp,dosenot
1581091,Re,dosenot
917273,Rambus Inc,dosenot
785815,Rocky Mountain Chocolate Factory Inc,dosenot
943819,Resmed Inc,dosenot
1312112,RMD Technologies Inc,No 10-k
1295172,Riskmetrics Group Inc,No 10-k
1017958,RMH Teleservices Inc,No 10-k
801873,Rotonics Manufacturing Inc,No 10-k
757523,Aramark Corp,No 10-k
1144528,Aramark Corp,No 10-k
1094007,Rainmaker Systems Inc,dosenot
85812,Russell Corp,No 10-k
1021096,Roomlinx Inc,dosenot
1177131,RMR Real Estate Fund,No 10-k
912147,Royce Micro-cap Trust Inc,No 10-k
1041024,Rockwell Medical Inc,dosenot
849502,Ramtron International Corp,dosenot
1317405,Ready MIX Inc,No 10-k
1116613,Ribapharm Inc,No 10-k
892112,Sirna Therapeutics Inc,No 10-k
1522538,Rainbow International Corp,dosenot
819706,Rainbow Technologies Inc,No 10-k
869498,Ronco Corp,No 10-k
1046832,Raindance Communications Inc,No 10-k
1536035,Roundys Inc,dosenot
918686,Morgan Stanley Eastern Europe Fund Inc,No 10-k
1162112,Rignet Inc,dosenot
1525998,Rentech Nitrogen Partners LP,dosenot
1384905,Ringcentral Inc,dosenot
1384195,Ring Energy Inc,dosenot
1398931,Renegy Holdings Inc,No 10-k
862255,Reinhold Industries Inc,No 10-k
1356093,Wireless Ronin Technologies Inc,dosenot
902731,Blackrock New Jersey Investment Quality Municipal Trust Inc,No 10-k
1076534,Roanoke Technology Corp,No 10-k
1228627,Rexahn Pharmaceuticals Inc,dosenot
1490630,Rhino Resource Partners LP,dosenot
1111247,Rightnow Technologies Inc,dosenot
1224450,Cohen & Steers REIT & Preferred Income Fund Inc,No 10-k
1423723,Rhino Productions Inc,dosenot
913144,Renaissancere Holdings LTD,dosenot
715072,Renasant Corp,dosenot
1118361,Renovis Inc,No 10-k
1046327,Realnetworks Inc,dosenot
902717,Blackrock New York Investment Quality Municipal Trust Inc,No 10-k
84581,Rock Of Ages Corp,No 10-k
1141496,Roadway Corp,No 10-k
1315695,Rockwood Holdings Inc,dosenot
912562,Gibraltar Industries Inc,dosenot
868368,Rochester Medical Corporation,dosenot
726977,Rodman & Renshaw Capital Group Inc,No 10-k
1293283,Roebling Financial Corp Inc,dosenot
828064,Rockford Corp,No 10-k
84748,Rogers Corp,dosenot
847480,Tax Exempt Securities Trust Series 302,No 10-k
928447,Radiant Oil & Gas Inc,dosenot
84792,Rohm & Haas Co,No 10-k
1175108,Rotech Healthcare Inc,dosenot
1383145,Royale Globe Holding Inc,dosenot
1041657,Radio One Inc,dosenot
866492,Tectonic Network Inc,No 10-k
1537834,Richfield Oil & Gas Co,dosenot
1581607,Roi Acquisition Corp II,dosenot
1024478,Rockwell Automation Inc,dosenot
84839,Rollins Inc,dosenot
1324948,RBC Bearings Inc,dosenot
1355823,Roma Financial Corp,dosenot
1088144,Rome Bancorp Inc,No 10-k
1013236,Film Roman Inc,No 10-k
84919,RCLC Inc,No 10-k
845385,Regal One Corp,dosenot
1448064,Roomstore Inc,dosenot
882835,Roper Industries Inc,dosenot
1340282,Rosetta Resources Inc,dosenot
873594,Ross Systems Inc,No 10-k
745732,Ross Stores Inc,dosenot
1396054,Rostock Ventures Corp,dosenot
1289441,Rotoblock Corp,dosenot
1411730,Solaris Power Cells Inc,dosenot
1028985,Spectrum Brands Inc,dosenot
1424454,Rovi Corp,dosenot
85417,Rowe Companies,No 10-k
1311538,Castle Brands Inc,dosenot
1122787,Napster Inc,No 10-k
1102392,Royal Energy Resources Inc,dosenot
864839,Royale Energy Inc,dosenot
1538822,Pacific Coast Oil Trust,dosenot
1286225,Realpage Inc,dosenot
1335686,Republic Property Trust,No 10-k
1328003,Redpoint Bio Corp,dosenot
1125028,Rapidtron Inc,No 10-k
1170895,Cohen & Steers Premium Income Realty Fund Inc,No 10-k
1243800,Rainier Pacific Financial Group Inc,No 10-k
919606,Rockport Healthcare Group Inc,No 10-k
1011109,Roberts Realty Investors Inc,dosenot
913659,Rapid Link Inc,dosenot
110621,RPM International Inc,dosenot
1077385,RPM Advantage Inc,dosenot
918765,Reptron Electronics Inc,No 10-k
76878,Republic Resources Inc,No 10-k
897075,Repros Therapeutics Inc,dosenot
1420070,Research Pharmaceutical Services Inc,No 10-k
842183,Ramco Gershenson Properties Trust,dosenot
1070698,Raptor Pharmaceutical Corp,dosenot
1203944,Raptor Pharmaceuticals Corp,No 10-k
1509432,RPX Corp,dosenot
1157842,Cohen & Steers Quality Income Realty Fund Inc,No 10-k
887637,Railamerica Inc,dosenot
315852,Range Resources Corp,dosenot
29669,RR Donnelley & Sons Co,dosenot
1168786,Aim Select Real Estate Income Fund,No 10-k
1557725,Resource Real Estate Diversified Income Fund,No 10-k
1171759,Red Robin Gourmet Burgers Inc,dosenot
1527622,Rose Rock Midstream LP,dosenot
1329957,Osl Holdings Inc,dosenot
1389305,RSC Holdings Inc,dosenot
1440024,Roadrunner Transportation Systems Inc,dosenot
861884,Reliance Steel & Aluminum Co,dosenot
932064,Rsa Security Inc,No 10-k
1103090,Reflect Scientific Inc,dosenot
776325,Res Care Inc,dosenot
769591,Nayna Networks Inc,No 10-k
85388,Rouse Company,No 10-k
1528558,Rouse Properties Inc,dosenot
1106207,Resolve Staffing Inc,No 10-k
1060391,Republic Services Inc,dosenot
1225452,Resourcing Solutions Group Inc,No 10-k
96289,Radioshack Corp,dosenot
853697,Rsi Holdings Inc,No 10-k
8412,Atwood Oceanics Inc Qualified Stock Option Plans,No 10-k
84112,Risk George Industries Inc,dosenot
1020828,Roslyn Bancorp Inc,No 10-k
1026595,Rim Semiconductor Co,No 10-k
1301574,Rush Exploration Inc,No 10-k
1332551,Resource Capital Corp,dosenot
1425565,Real Goods Solar Inc,dosenot
1375554,Bill The Butcher Inc,dosenot
1473332,Resaca Exploitation Inc,No 10-k
1588216,RSP Permian Inc,dosenot
1401671,Ridgestone Resources Inc,No 10-k
83350,Reserve Petroleum Co,dosenot
1386301,Research Solutions Inc,dosenot
1020905,Boca Resorts Inc,No 10-k
1351285,Rosetta Stone Inc,dosenot
1103078,Raser Technologies Inc,dosenot
1019361,Rofin Sinar Technologies Inc,dosenot
1123028,Riverstone Networks Inc,No 10-k
863821,Restoration Hardware Inc,No 10-k
1084561,Rstar Corp,No 10-k
1163542,RSV Bancorp Inc,No 10-k
1296001,Sendtec Inc,No 10-k
873044,Radisys Corp,dosenot
68270,Ruby Tuesday Inc,dosenot
790528,Ryerson Inc,dosenot
1018349,Riviera Tool Co,No 10-k
1094392,Rudolph Technologies Inc,dosenot
1112279,R-tec Holding Inc,No 10-k
1068717,Rti International Metals Inc,dosenot
1100441,Rti Surgical Inc,dosenot
868725,Rentech Inc,dosenot
1064060,Retalix LTD,No 10-k
1047122,Raytheon Co,dosenot
812355,Orion Ethanol Inc,No 10-k
1015383,Retrospettiva Inc,dosenot
1438533,Retrophin Inc,dosenot
1425264,RTS Oil Holdings Inc,dosenot
1056904,Radiation Therapy Services Inc,No 10-k
1419559,Cam Group Inc,dosenot
1265419,Cohen & Steers REIT & Utility Income Fund Inc,No 10-k
915781,RTW Inc,No 10-k
1169138,Sentaida Tire Co LTD,No 10-k
85684,Admiralty Holding Co,No 10-k
1082423,Rubios Restaurants Inc,No 10-k
799875,Rubber Research Elastomerics Inc,No 10-k
1471458,Rue21 Inc,dosenot
98544,Cruzan International Inc,No 10-k
1003429,Reunion Industries Inc,No 10-k
792487,Rural Metro Corp,No 10-k
906326,Rural,No 10-k
1012019,Rush Enterprises Inc,dosenot
1369092,Cassidy Media Inc,No 10-k
1324272,Ruths Hospitality Group Inc,dosenot
1320092,Republic Companies Group Inc,No 10-k
1496268,Reva Medical Inc,dosenot
1357326,Riverbed Technology Inc,dosenot
1402357,Riverdale Mining Inc,dosenot
822076,Holiday RV Superstores Inc,No 10-k
1487782,Reven Housing REIT Inc,dosenot
934650,Riviana Foods Inc,No 10-k
1307901,Girasolar Inc,No 10-k
899647,Riviera Holdings Corp,dosenot
874444,Retail Ventures Inc,dosenot
1404592,Revett Minerals Inc,dosenot
1332052,Raven Gold Corp,No 10-k
1058056,Made In America Entertainment Inc,No 10-k
1076744,Emav Holdings Inc,dosenot
946563,Retractable Technologies Inc,dosenot
1041368,Riverview Bancorp Inc,dosenot
225868,Robotic Vision Systems Inc,No 10-k
804116,Royce Value Trust Inc,No 10-k
1176337,Rival Technologies Inc,No 10-k
1455206,Rvue Holdings Inc,dosenot
1023184,Rogue Wave Software Inc,No 10-k
2186,Relm Wireless Corp,dosenot
1067342,Reward Enterprises Inc,No 10-k
1294178,Cohen & Steers Worldwide Realty Income Fund Inc,No 10-k
742094,Redwood Microcap Fund Inc,No 10-k
1413862,Regalworks Media Inc,dosenot
1088537,Reality Wireless Networks  Inc,No 10-k
930236,Redwood Trust Inc,dosenot
88437,Securities Management Co Inc,No 10-k
893046,Rent Way Inc,No 10-k
1058083,Ims Health Inc,No 10-k
1405350,Xsovt Brands Inc,dosenot
1115295,Rxbazaar Inc,No 10-k
1533040,Rxi Pharmaceuticals Corp,dosenot
1402945,Progressive Care Inc,dosenot
1439288,Rexnord Corp,dosenot
838879,Radient Pharmaceuticals Corp,dosenot
355622,Ryans Restaurant Group Inc,No 10-k
947011,Smart-tek Solutions Inc,dosenot
1344770,Recycle Tech Inc,No 10-k
1303531,Royal Financial Inc,No 10-k
1355762,Claymore Exchange-traded Fund Trust,No 10-k
85974,Ryland Group Inc,dosenot
1371424,Royal Mines & Minerals Corp,dosenot
52827,Rayonier Inc,dosenot
1080399,Royalite Petroleum Co Inc,No 10-k
1096296,Mineralrite Corp,dosenot
1451775,Royal Style Design Inc,dosenot
1027162,Royal Standard Minerals Inc,No 10-k
1472601,Respect Your Universe Inc,dosenot
